show_id,type,title,director,cast,country,date_added,release_year,rating,duration
1818,Movie,4th Man Out,Andrew Nackman,"Evan Todd, Parker Young, Chord Overstreet, Jon Gabrus, Kate Flannery, Brooke Dillman, Jennifer Damiano, Jordan Lane Price, Alex Rennie, Jake Epstein",United States,"may 5, 2016",2015,NR,86 min
3247,Movie,4th Republic,Ishaya Bako,"Kate Henshaw-Nuttal, Enyinna Nwigwe, Linda Ejiofor, Yakubu Mohammed, Bimbo Manuel, Sani Mu’azu, Emil Hirai-Garuba, Rekiya Ibrahim Atta",Nigeria,"June 13, 2020",2019,TV-MA,120 min
4607,Movie,5 Cowok Jagoan,Anggy Umbara,"Ario Bayu, Arifin Putra, Dwi Sasono, Muhadkly Acho, Cornelio Sunny, Tika Bravani, Nirina Zubir, Ganindra Bimo, Verdi Solaiman",,"January 5, 2019",2017,TV-MA,106 min
4517,Movie,5 Flights Up,Richard Loncraine,"Josh Pais, Claire van der Boom, Morgan Freeman, Diane Keaton, Carrie Preston, Cynthia Nixon, Korey Jackson, Diane Ciesla, Michael Cristofer",United States,"March 17, 2019",2014,PG-13,92 min
4005,Movie,5 Star Christmas,Marco Risi,"Massimo Ghini, Ricky Memphis, Martina Stella, Ralph Palka, Biagio Izzo, Riccardo Rossi, Paola Minaccioni",Italy,"December 7, 2018",2018,TV-14,96 min
2722,Movie,5 to 7,Victor Levin,"Anton Yelchin, Bérénice Marlohe, Olivia Thirlby, Lambert Wilson, Frank Langella, Glenn Close",United States,"March 16, 2017",2014,R,97 min
250,Movie,50 First Dates,Peter Segal,"Adam Sandler, Drew Barrymore, Rob Schneider, Sean Astin, Lusia Strus, Dan Aykroyd, Amy Hill, Allen Covert, Blake Clark, Maya Rudolph",United States,"December 1, 2020",2004,PG-13,99 min
5832,Movie,50/50,Jonathan Levine,"Joseph Gordon-Levitt, Seth Rogen, Anna Kendrick, Bryce Dallas Howard, Anjelica Huston, Serge Houde, Andrew Airlie, Matt Frewer, Philip Baker Hall, Marie Avgeropoulos, Jessica Parker Kennedy",United States,"June 1, 2019",2011,R,100 min
1087,Movie,5CM,Rizal Mantovani,"Herjunot Ali, Raline Shah, Fedi Nuril, Pevita Pearce, Saykoji, Denny Sumargo, Didi Petet, Firrina Sinatrya",Indonesia,"September 28, 2018",2012,TV-14,126 min
6498,Movie,5Gang,Matei Dima,"Andrei Selaru, Dorian Popa, Julia Marcan, Ana Radu, Cosmin Nedelcu, Diana Condurache, Andrei Gavril, Luca Bogdan",Romania,"April 27, 2020",2019,TV-14,96 min
1725,Movie,6 Balloons,Marja Lewis Ryan,"Abbi Jacobson, Dave Franco, Jane Kaczmarek, Tim Matheson, Charlotte Carel, Madeline Carel, Maya Erskine, Dawan Owens, Jen Tullock",United States,"April 6, 2018",2018,TV-MA,75 min
1431,Movie,6 Days,Toa Fraser,"Jamie Bell, Abbie Cornish, Mark Strong, Martin Shaw, Ben Turner, Aymen Hamdouchi, Tim Pigott-Smith, Robert Portal, Colin Garlick, Andrew Grainger, Martin Hancock, Emun Elliott","New Zealand, United Kingdom","February 8, 2018",2017,R,94 min
4426,Movie,6 Underground,Michael Bay,"Ryan Reynolds, Mélanie Laurent, Corey Hawkins, Dave Franco, Adria Arjona, Manuel Garcia-Rulfo, Ben Hardy, Lior Raz, Payman Maadi, Yuri Kolokolnikov, Kim Kold",United States,"December 13, 2019",2019,R,129 min
3878,Movie,6 Years,Hannah Fidell,"Taissa Farmiga, Ben Rosenfield, Lindsay Burdge, Joshua Leonard, Jennifer Lafleur, Peter Vack, Dana Wheeler-Nicholson, Jason Newman, Molly McMichael",United States,"September 8, 2015",2015,TV-MA,80 min
2186,Movie,6-5=2,Bharat Jain,"Prashantt Guptha, Gaurav Paswala, Gaurav Kothari, Disha Kapoor, Niharica Raizada, Ashrut Jain, Darshan Machamada",India,"November 1, 2017",2014,TV-MA,103 min
1777,TV Show,60 Days In,,,United States,"November 1, 2020",2019,TV-MA,1 Season
7784,Movie,68 Kill,Trent Haaga,"Matthew Gray Gubler, AnnaLynne McCord, Alisha Boe, Sheila Vand, Sam Eidson, James Moses Black, Ajay Mehta, Michael Beasley, David Maldonado, Hallie Grace Bradley, Peter Jaymes Jr., Eric Podnar, Lucy Faust",United States,"September 1, 2019",2017,R,96 min
1319,TV Show,7 (Seven),Nizar Shafi,"Rahman, Havish, Regina Cassandra, Nandita Swetha, Anisha Ambrose, Tridha Choudhury, Pujitha Ponnada, Aditi Arya",India,"July 30, 2019",2019,TV-14,1 Season
4363,Movie,7 años,Roger Gual,"Paco León, Juana Acosta, Juan Pablo Raba, Alex Brendemühl, Manuel Morón",Spain,"October 27, 2016",2016,TV-MA,77 min
3940,TV Show,7 Days Out,,,United States,"December 21, 2018",2018,TV-PG,1 Season
3850,Movie,7 Din Mohabbat In,"Meenu Gaur, Farjad Nabi","Mahira Khan, Sheheryar Munawar, Javed Sheikh, Hina Dilpazeer, Amna Ilyas, Mira Sethi, Rimal Ali, Salahuddin Tunio, Aamir Qureshi, Adnan Shah",Pakistan,"may 15, 2019",2018,TV-PG,137 min
5313,Movie,7 Khoon Maaf,Vishal Bhardwaj,"Priyanka Chopra, Neil Nitin Mukesh, John Abraham, Irrfan Khan, Aleksandr Dyachenko, Annu Kapoor, Naseeruddin Shah, Vivaan Shah, Usha Uthup, Konkona Sen Sharma",India,"August 2, 2018",2011,TV-MA,148 min
1836,TV Show,72 Cutest Animals,,,Australia,"June 1, 2016",2016,TV-PG,1 Season
2643,TV Show,72 Dangerous Animals: Asia,,Bob Brisbane,Australia,"August 10, 2018",2018,TV-14,1 Season
1257,TV Show,72 Dangerous Animals: Latin America,,Bob Brisbane,"Australia, United States","December 22, 2017",2017,TV-14,1 Season
6105,TV Show,72 Dangerous Places to Live,,Mitch Ryan,Australia,"June 1, 2016",2016,TV-PG,1 Season
3398,TV Show,7SEEDS,,"Nao Toyama, Jun Fukuyama, Katsuyuki Konishi, Yoko Soumi, Kana Asumi, Akira Ishida, Aoi Yuki, Kazuhiko Inoue, Yoko Hikasa, Hirofumi Nojima, Ryotaro Okiayu, Eri Kitamura, Mamiko Noto, Ryo Hirohashi, Shizuka Ito, Hisao Egawa, Mayumi Asano, Kenta Miyake, Ai Kakuma, Kaito Ishikawa, Mikako Komatsu, Daisuke Sakaguchi, Takanori Hoshino, Kenjiro Tsuda, Nozomu Sasaki, Kenji Nojima, Houko Kuwashima, Kensho Ono, Takahiro Sakurai, Haruka Chisuga, Yu Shimamura, Takuma Terashima, Takuya Sato, Junko Minagawa, Masashi Sugawara, Sho Hayami, Kazuyuki Okitsu, Minako Kotobuki",,"March 26, 2020",2020,TV-MA,2 Seasons
218,TV Show,9 Months That Made You,,Demetri Goritsas,United States,"March 1, 2017",2016,TV-PG,1 Season
6980,Movie,90 ML,Anita Udeep,"Oviya, Masoom Shankar, Bommu Lakshmi, Monisha Ram, Tej Raj, Shree Gopika, Anson Paul, Devadarshini Chetan",India,"August 13, 2019",2019,TV-MA,123 min
3706,Movie,93 Days,Steve Gukas,"Bimbo Akintola, Somkele Iyamah, Danny Glover, Gideon Okeke, Seun Kentebe, Keppy Ekpenyong, Zara Udofia Ejoh, Bimbo Manuel, Patrick Diabuah, Tina Mba, Alastair Mackenzie, Tim Reid",Nigeria,"March 5, 2020",2016,TV-PG,121 min
6036,Movie,A 2nd Chance,Clay Glen,"Nina Pearce, Adam Tuominen, Emily Morris, Amy Handley, Carmel Johnson, Alanah Gilbert, Hapi Murphy, Lilly Blacker, Julie Kay Lumasag, Elysia Markou",Australia,"July 1, 2017",2011,PG,95 min
6260,Movie,A 3 Minute Hug,Everardo González,,"Mexico, United States","October 28, 2019",2019,TV-PG,28 min
7520,Movie,A Babysitter's Guide to Monster Hunting,Rachel Talalay,"Tamara Smart, Oona Laurence, Tom Felton, Troy Leigh-Anne Johnson, Lynn Masako Cheng, Ty Consiglio, Ian Ho, Indya Moore, Alessio Scalzotto, Tamsen McDonough",United States,"October 15, 2020",2020,TV-PG,99 min
1936,Movie,A Bad Moms Christmas,"Jon Lucas, Scott Moore","Mila Kunis, Kristen Bell, Kathryn Hahn, Susan Sarandon, Christine Baranski, Jay Hernandez, Cheryl Hines, Peter Gallagher, Justin Hartley","United States, China","February 14, 2020",2017,R,104 min
1947,Movie,A Beautiful Life,Andrew Lau Wai-Keung,"Qi Shu, Liu Ye, Anthony Wong Chau-Sang, Liang Tian, Danying Feng, Rina Sa, Zhang Songwen, Tian Gao, Andrew Lin","China, Hong Kong","December 1, 2018",2011,TV-14,122 min
4947,Movie,A Billion Colour Story,Padmakumar Narasimhamurthy,"Dhruva Padmakumar, Gaurav Sharma, Vasuki",India,"April 1, 2018",2016,TV-14,104 min
1842,Movie,A Boy Called Po,John Asher,"Christopher Gorham, Julian Feder, Kaitlin Doubleday, Andrew Bowen, Caitlin Carmichael, Sean Gunn, Bryan Batt, Fay Masterson, Brian George",United States,"January 15, 2018",2016,PG,94 min
6554,TV Show,A Boy Name Flora A,,"Crowd Lu, Tsai Chen-nan, Lotus Wang, Fan Chu-Mei, Hsieh Ying-shiuan, Vera Yen, Cammy Chiang",Taiwan,"September 1, 2017",2017,TV-MA,1 Season
1025,Movie,A Bridge Too Far,Richard Attenborough,"Dirk Bogarde, James Caan, Michael Caine, Sean Connery, Edward Fox, Elliott Gould, Gene Hackman, Anthony Hopkins, Hardy Krüger, Laurence Olivier, Ryan O'Neal, Robert Redford, Maximilian Schell, Liv Ullmann","United States, United Kingdom","July 1, 2020",1977,PG,176 min
3714,Movie,A California Christmas,Shaun Paul Piccinino,"Lauren Swickard, Josh Swickard, Ali Afshar, David Del Rio, Natalia Mann, Katelyn Epperly, Gunnar Anderson, Julie Lancaster, Amanda Detmer",United States,"December 14, 2020",2020,PG-13,107 min
4373,Movie,A Champion Heart,David de Vos,"Mandy Grace, David de Vos, Donna Rusch, Devan Key, Isabella Mancuso, Ariana Guido",United States,"April 14, 2020",2018,G,90 min
6522,Movie,A Chaster Marriage,Umut Kirca,"Emre Karayel, Ceren Moray, Begüm Kütük, Ececan Gümeci, Ümit Erdim, Cem Kiliç, Haldun Boysan, Ferdi Akarnur, Mine Teber, Güneş Hayat",Turkey,"October 2, 2020",2016,TV-14,94 min
4735,Movie,A Choo,"Kevin Ko, Peter Tsi","Kai Ko, Ariel Lin, Darren Wang, Zhang Xiaolong, Louis Koo, Vanness Wu, Kate Tsui",Taiwan,"October 14, 2020",2020,TV-14,101 min
183,Movie,A Christmas Catch,,"Emily Alatalo, Lauren Holly, Yanic Truesdale, Franco Lo Presti, Andrew Bushell, Genelle Williams, Kyana Teresa, Eric Hicks",Canada,"November 4, 2020",2018,TV-G,87 min
6933,Movie,A Christmas Prince,Alex Zamm,"Rose McIver, Ben Lamb, Alice Krige, Honor Kneafsey",United States,"November 17, 2017",2017,TV-PG,92 min
5333,Movie,A Christmas Prince: The Royal Baby,John Schultz,"Rose McIver, Ben Lamb, Alice Krige, Honor Kneafsey, Sarah Douglas, Andy Lucas, Raj Bajaj, Richard Ashton, Tahirah Sharif, Joel McVeagh, Theo Devaney, Kevin Shen, Momo Yeung, Crystal Yu, Billy Angel",United States,"December 5, 2019",2019,TV-PG,85 min
2058,Movie,A Christmas Prince: The Royal Wedding,John Schultz,"Rose McIver, Ben Lamb, Alice Krige, Simon Dutton, Honor Kneafsey, Sarah Douglas, Theo Devaney, John Guerrasio, Andy Lucas, Raj Bajaj, Richard Ashton, Billy Angel, Tahirah Sharif, Joel McVeagh",United States,"November 30, 2018",2018,TV-PG,93 min
1180,Movie,A Christmas Special: Miraculous: Tales of Ladybug & Cat Noir,Thomas Astruc,"Cristina Vee, Bryce Papenbrook, Keith Silverstein, Mela Lee, Max Mittelman, Carrie Keranen, Stephanie Sheh, Selah Victor, Ben Diskin, Erin Fitzgerald, Grant George","France, South Korea, Japan","December 20, 2016",2016,TV-Y7,22 min
3324,Movie,A Cinderella Story,Mark Rosman,"Hilary Duff, Chad Michael Murray, Jennifer Coolidge, Dan Byrd, Regina King, Julie Gonzalo, Lin Shaye, Madeline Zima, Andrea Avery, Mary Pat Gleason, Paul Rodriguez, Whip Hubley, Kevin Kilner, Erica Hubbard, Simon Helberg","United States, Canada","January 1, 2020",2004,PG,95 min
2812,Movie,A Cinderella Story: Christmas Wish,Michelle Johnston,"Laura Marano, Gregg Sulkin, Isabella Gomez, Johannah Newmarch, Lillian Doucet-Roche, Chanelle Peloso, Barclay Hope, Garfield Wilson",United States,"December 1, 2019",2019,PG,86 min
4766,Movie,A Clockwork Orange,Stanley Kubrick,"Malcolm McDowell, Patrick Magee, Michael Bates, Warren Clarke, Adrienne Corri, Paul Farrell, Miriam Karlin, James Marcus","United Kingdom, United States","November 1, 2020",1971,R,137 min
3867,Movie,A Dangerous Woman,Stephen Gyllenhaal,"Debra Winger, Barbara Hershey, Gabriel Byrne, Laurie Metcalf, John Terry, Maggie Gyllenhaal, Jake Gyllenhaal, Chloe Webb, David Strathairn",United States,"April 1, 2018",1993,R,101 min
1591,Movie,A Fairly Odd Summer,Savage Steve Holland,"Drake Bell, Daniella Monet, David Lewis, Susanne Blakeslee, Daran Norris, Scott Baio, Devon Weigel, Ella Anderson, Carter Hastings",United States,"November 2, 2019",2014,TV-Y7,68 min
2065,Movie,A Fall from Grace,Tyler Perry,"Crystal Fox, Phylicia Rashad, Cicely Tyson, Bresha Webb, Mehcad Brooks, Adrian Pasdar, Tyler Perry",United States,"January 17, 2020",2020,TV-MA,121 min
3267,Movie,A Family Affair,Tom Fassaert,Tom Fassaert,"Netherlands, Denmark, South Africa","October 16, 2016",2015,TV-PG,111 min
1963,Movie,A Family Man,Mark Williams,"Gerard Butler, Gretchen Mol, Alison Brie, Willem Dafoe, Alfred Molina, Maxwell Jenkins, Anupam Kher, Dustin Milligan","Canada, United States","December 15, 2019",2016,R,110 min
6151,Movie,A Family Reunion Christmas,Robbie Countryman,"Loretta Devine, Tia Mowry-Hardrict, Anthony Alabi, Talia Jackson, Isaiah Russell-Bailey, Cameron J. Wright, Jordyn Raya James, Jackée Harry, Richard Roundtree",United States,"December 9, 2019",2019,TV-PG,29 min
3509,Movie,A Flying Jatt,Remo D'Souza,"Tiger Shroff, Jacqueline Fernandez, Nathan Jones, Kay Kay Menon, Amrita Singh, Gaurav Pandey, Shraddha Kapoor, Amrita Puri",India,"November 15, 2017",2016,TV-14,142 min
6308,Movie,A Fortunate Man,Bille August,"Esben Smed, Katrine Rosenthal, Benjamin Kitter, Julie Christiansen, Tommy Kenter, Tammi Øst, Rasmus Bjerg, Ole Lemmeke, Sarah Viktoria Bjerregaard, Anders Hove, Jens Albinus",Denmark,"April 20, 2019",2018,TV-MA,168 min
7031,Movie,A Futile and Stupid Gesture,David Wain,"Will Forte, Domhnall Gleeson, Martin Mull, Joel McHale, Matt Lucas, Thomas Lennon, Seth Green, Jackie Tohn, Natasha Lyonne, Emmy Rossum, Elvy Yost, Matt Walsh, John Gemberling, Rick Glassman, Camille Guaty",United States,"January 26, 2018",2018,TV-MA,102 min
5624,Movie,A Ghost Story,David Lowery,"Casey Affleck, Rooney Mara, Liz Franke, Rob Zabrecky, Will Oldham, Sonia Acevedo",United States,"January 7, 2020",2017,R,92 min
7366,Movie,A Glimpse Inside the Mind of Charles Swan III,Roman Coppola,"Charlie Sheen, Jason Schwartzman, Bill Murray, Katheryn Winnick, Patricia Arquette, Aubrey Plaza, Mary Elizabeth Winstead, Dermot Mulroney",United States,"July 15, 2018",2012,R,86 min
7424,Movie,A Go! Go! Cory Carson Christmas,"Stanley Moore, Alex Woo","Alan C. Lim, Taron C. Hensley, Maisie Benson, Kerry Gudjohnsen, Paul Killam, Smith Foreman, Ann Kendrick, Ella Joy Ballesteros, Neena-Sinaii Simpo, Eli Morse",United States,"November 27, 2020",2020,TV-Y,22 min
4794,Movie,A Go! Go! Cory Carson Halloween,"Alex Woo, Stanley Moore","Alan C. Lim, Smith Foreman, Maisie Benson, Ann Kendrick, Kerry Gudjohnsen, Paul Killam, Stanley Moore, Tyler Hendrix, Ella Joy Ballesteros, Jimmy Olea",,"October 2, 2020",2020,TV-Y,22 min
1131,Movie,A Go! Go! Cory Carson Summer Camp,"Stanley Moore, Alex Woo","Alan C. Lim, Smith Foreman, Abigail Vibat, Pfifer Chastain, Jim Capobianco, Neena-Sinaii Simpo, Eli Morse, Adelaide Hirasaki, Paul Killam, Kerry Gudjohnsen, Maisie Benson",,"August 4, 2020",2020,TV-Y,21 min
524,TV Show,A Good Wife,,"Tien Hsin, Christopher Lee, Darren Chiu, Shara Lin, Blaire Chang, Xi Man-Ning, Chu De-Kang",Taiwan,"January 1, 2017",2013,TV-14,1 Season
5971,Movie,A Grand Night In: The Story of Aardman,Richard Mears,Julie Walters,United Kingdom,"November 1, 2016",2015,TV-PG,59 min
1514,Movie,A Gray State,Erik Nelson,,United States,"December 25, 2017",2017,TV-MA,93 min
4048,Movie,A Haunted House,Michael Tiddes,"Marlon Wayans, Essence Atkins, Cedric the Entertainer, Nick Swardson, David Koechner, Dave Sheridan, Affion Crockett, J.B. Smoove, Andrew Daly, Alanna Ubach",United States,"February 21, 2020",2013,R,86 min
3538,Movie,A Haunting at Silver Falls: The Return,Teo Konuralp,"Laura Flannery, James Cavlo, Harry Hains, Clemmie Dugdale, Dendrie Taylor, Bryan Chesters, Jennifer Dorogi, Adam Lazarre-White, Nikita Ramsey",United States,"September 17, 2019",2019,TV-14,80 min
5521,Movie,A Heavy Heart,Thomas Stuber,"Peter Kurth, Lena Lauzemis, Lina Wendel, Edin Hasanovic, Marko Dyrlich, Peter Schneider, Reiner Schöne, Udo Kroschwald",Germany,"February 15, 2017",2015,TV-MA,109 min
3987,Movie,A Holiday Engagement,Jim Fall,"Bonnie Somerville, Shelley Long, Jordan Bridges, Sam McMurray, Haylie Duff, Sam Horrigan, Carrie Wiita, Chris McKenna, Edi Patterson, Jennifer Elise Cox",United States,"November 4, 2019",2011,TV-G,92 min
5042,Movie,A Home with A View,Herman Yau,"Francis Chun-Yu Ng, Louis Koo, Anita Yuen, Tat-Ming Cheung, Jocelyn Choi, Ng Siu-hin, Lam Suet, Anthony Wong Chau-Sang, Lo Hoi-pang",Hong Kong,"April 30, 2019",2019,TV-MA,92 min
6502,TV Show,A House of Blocks,,"Eli Shi, Phoebe Lin, Chen Wan-ting, Fan Chen-fei, Lu Hsueh-feng, Figaro Tseng, Winnie Chang, Elten Ting",Taiwan,"September 1, 2017",2017,TV-PG,1 Season
5220,Movie,A Kid from Coney Island,"Coodie, Chike",Stephon Marbury,"United States, China","July 6, 2020",2019,TV-MA,89 min
2477,Movie,A Kind of Murder,Andy Goddard,"Patrick Wilson, Jessica Biel, Vincent Kartheiser, Haley Bennett, Eddie Marsan, Jon Osbeck, Radek Lord, Christine Dye",United States,"may 1, 2017",2016,R,96 min
3071,TV Show,A Korean Odyssey,,"Lee Seung-gi, Cha Seung-won, Oh Yeon-seo, Lee Hong-gi, Jang Gwang, Lee Se-young",South Korea,"March 5, 2019",2017,TV-MA,1 Season
71,Movie,A Land Imagined,Yeo Siew Hua,"Peter Yu, Liu Xiaoyi, Guo Yue, Ishtiaque Zico, Jack Tan","France, Netherlands, Singapore","April 13, 2019",2019,TV-MA,95 min
4235,Movie,A Leaf of Faith,Chris Bell,,United States,"August 27, 2018",2018,TV-MA,87 min
2850,Movie,A Life of Speed: The Juan Manuel Fangio Story,Francisco Macri,,Argentina,"March 20, 2020",2020,TV-14,93 min
4421,TV Show,A Lion in the House,"Steven Bognar, Julia Reichert",,United States,"November 10, 2020",2006,TV-14,1 Season
5909,Movie,A Little Chaos,Alan Rickman,"Kate Winslet, Matthias Schoenaerts, Alan Rickman, Stanley Tucci, Helen McCrory, Steven Waddington, Jennifer Ehle, Rupert Penry-Jones, Paula Paul, Danny Webb, Phyllida Law",United Kingdom,"April 17, 2019",2014,R,113 min
2843,TV Show,A Little Help with Carol Burnett,,"Carol Burnett, Russell Peters, Mark Cuban, Taraji P. Henson, Brittany Snow, Wanda Sykes, Derek Hough, Billy Eichner, Lisa Kudrow, Candace Cameron Bure, DJ Khaled, Tony Hale, Julie Bowen",United States,"may 4, 2018",2018,TV-G,1 Season
3754,TV Show,A Little Thing Called First Love,,"Lai Kuan-lin, Zhao Jinmai, Wang Runze, Chai Wei, Wang Bowen",China,"October 26, 2019",2019,TV-G,1 Season
5371,TV Show,A Love So Beautiful,,"Kim Yo-han, So Joo-yeon, Yeo Hoi-hyun, Jeong Jin-hwan, Jo Hye-joo, Yun Seo-hyun, Cho Ryun, Kim Sung-gon, Seong Hye-min, Park Ji-won",South Korea,"December 28, 2020",2020,TV-PG,1 Season
5636,Movie,A Love Song for Latasha,Sophia Nahli Allison,,United States,"September 21, 2020",2020,TV-PG,20 min
2160,Movie,A Love Story,Maryo J. De los Reyes,"Maricel Soriano, Aga Muhlach, Angelica Panganiban, Dante Rivero, Chin Chin Gutierrez, Bobby Andrews, TJ Trinidad, Baron Geisler, John Arcilla, Gerald Madrid",Philippines,"March 14, 2019",2007,TV-14,117 min
398,TV Show,A Man Called God,,"Song Il-gook, Han Chae-young, Kim Min-jong, Go Eun Han, Jung Hoon Lee, Nam Da-Reum, Yoo In-young",South Korea,"March 12, 2019",2010,TV-14,1 Season
7748,Movie,A Mighty Team,Thomas Sorriaux,"Gérard Depardieu, Chantal Lauby, Medi Sadoun, Ilian Bergala, Blanche Gardin, Patrick Timsit, Barbara Cabrita, Jean Dell, Thomas Vandenberghe, Théo Fernandez, Léa Lopez",France,"October 15, 2016",2016,TV-MA,97 min
1914,Movie,A Mission in an Old Movie,Ahmad El-Badri,"Edward, Fifi Abdo, Lotfy Labib, Madeleine Matar, Nahla Zaki, Ahmed Fathy, Said Tarabeek, Badriya Tolba, Eman El-Sayed",,"April 25, 2019",2012,TV-MA,98 min
2053,Movie,A Monster Calls,J.A. Bayona,"Lewis MacDougall, Sigourney Weaver, Felicity Jones, Liam Neeson, Toby Kebbell, Ben Moor, James Melville, Oliver Steer, Dominic Boyle, Geraldine Chaplin, Jennifer Lim","United Kingdom, Spain, United States","January 16, 2021",2016,PG-13,108 min
2090,Movie,A Most Violent Year,J.C. Chandor,"Oscar Isaac, Jessica Chastain, David Oyelowo, Albert Brooks, Elyes Gabel, Catalina Sandino Moreno, Christopher Abbott, Peter Gerety, Alessandro Nivola","United Arab Emirates, United States","July 22, 2018",2014,R,125 min
6919,Movie,A Murder in the Park,"Christopher S. Rech, Brandon Kimber",,United States,"April 28, 2017",2014,PG-13,91 min
5827,Movie,A new Capitalism,,,Brazil,"June 12, 2018",2017,TV-14,76 min
346,Movie,A New York Christmas Wedding,Otoja Abit,"Nia Fairweather, Chris Noth, Cooper Koch, Tyra Ferrell, Denny Dillon, Adriana DeMeo, Otoja Abit, David Anzuelo, Camilla Harden, Natasha Goodman, Avery Whitted, Tony D. Head, Joe Perrino",United States,"November 5, 2020",2020,TV-MA,90 min
5835,Movie,A Night at the Roxbury,John Fortenberry,"Will Ferrell, Chris Kattan, Dan Hedaya, Molly Shannon, Richard Grieco, Loni Anderson, Elisa Donovan, Gigi Rice, Lochlyn Munro, Dwayne Hickman",United States,"December 1, 2019",1998,PG-13,82 min
1395,Movie,A Noble Intention,Joram Lürsen,"Gijs Scholten van Aschat, Jacob Derwig, Rifka Lodeizen, Juda Goslinga, Zeb Troostwijk, Elisabeth Hesemans, Joosje Duk",Netherlands,"September 1, 2016",2015,TV-MA,111 min
7087,Movie,A Patch of Fog,Michael Lennox,"Stephen Graham, Conleth Hill, Lara Pulver, Arsher Ali, Stuart Graham, Ian McElhinney",United Kingdom,"April 15, 2017",2015,TV-MA,92 min
5477,TV Show,A Perfect Crime,,,Germany,"September 25, 2020",2020,TV-14,1 Season
4805,Movie,A Perfect Ending,Nicole Conn,"Barbara Niven, Jessica Clark, John Heard, Morgan Fairchild, Kerry Knuppe, Imelda Corcoran, Mary Jane Wells, Rebecca Staab, Michael Adam Hamilton, Bryan Jackson, Bryan Mordechai Jackson",United States,"January 1, 2019",2012,TV-MA,110 min
3936,Movie,A Perfect Man,Kees Van Oostrum,"Liev Schreiber, Jeanne Tripplehorn, Joelle Carter, Louise Fletcher, Katie Carr, Renée Soutendijk, Huub Stapel, Michael Pas",United States,"June 6, 2019",2013,R,94 min
172,Movie,A Plastic Ocean,,Tanya Streeter,"United Kingdom, Hong Kong","October 4, 2019",2016,TV-14,100 min
2565,Movie,A Princess for Christmas,Michael Damian,"Katie McGrath, Sir Roger Moore, Sam Heughan, Travis Turner, Leilah de Meza, Miles Richardson, Charlotte Salt",United States,"August 28, 2020",2011,TV-PG,91 min
